Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Area
62148,962.323,372.8952211,212.9640779,1.750977088,0.820873748,62732,281.2992912,3
62152,955.511,356.7448054,223.3037841,1.597576176,0.779864602,62931,281.3083436,3
62222,983.348,376.8332561,214.7422165,1.754816832,0.821741765,64103,281.4667138,3
62280,946.201,367.9646308,216.2749754,1.70137405,0.809035175,62830,281.5978673,3
62296,970.321,376.031819,211.9689307,1.77399498,0.825979979,63057,281.6340368,3
62326,970.848,377.3634018,211.4355642,1.784767871,0.828291811,63122,281.7018421,3
62326,949.778,358.0348016,222.5335143,1.608902833,0.783381179,63269,281.7018421,3
62388,951.604,355.911248,224.8017623,1.583222677,0.77527561,62942,281.8419215,3
62411,932.813,359.6941318,221.6504769,1.622798818,0.787574592,62921,281.8938687,3
62493,994.395,398.8778744,201.8084816,1.976516899,0.862568365,63814,282.078994,3
62502,952.384,369.8376368,216.7894717,1.705976004,0.810184672,63235,282.0993053,3
62596,950.343,363.7792544,221.2839246,1.643947951,0.793713506,63740,282.3113574,3
62613,947.788,363.8466214,220.7150986,1.648489948,0.794995162,63392,282.3496903,3
62646,954.496,374.7266241,215.0731285,1.74232191,0.818892622,63615,282.4240863,3
62703,971.24,371.2031651,217.9622639,1.703061614,0.809457974,64353,282.5525423,3
62711,969.097,355.4825857,227.3315814,1.563718439,0.768790002,64180,282.5705666,3
62716,937.448,356.9927877,224.568972,1.58967993,0.777358815,63313,282.5818311,3
62719,964.622,363.7687768,221.9326844,1.639095105,0.792330024,63475,282.5885897,3
62728,981.369,371.758835,217.0091579,1.713102058,0.811943246,63882,282.6088643,3
62741,957.314,365.7572805,221.4077453,1.651962446,0.795966527,63687,282.6381472,3
62779,955.337,370.2664775,216.7557673,1.708219726,0.810741166,63279,282.7237262,3
62911,950.094,361.4241806,222.9701851,1.620952955,0.787025042,63883,283.0207996,3
63007,962.629,369.3044686,219.0893003,1.685634433,0.805019433,63780,283.2366572,3
63038,959.999,361.0622912,223.0374861,1.618841288,0.786393577,63717,283.3063261,3
63064,972.177,364.0969279,222.1178334,1.639206193,0.792361858,64230,283.3647449,3
63076,990.318,387.0968064,210.5927151,1.83813009,0.839065029,63886,283.3917033,3
63139,971.167,378.9365767,214.3428288,1.767899485,0.824650215,64207,283.5331931,3
63169,970.643,365.6305243,222.0500065,1.646613436,0.794467186,63951,283.6005444,3
63213,964.795,359.6080056,225.8670332,1.592122589,0.778138814,64317,283.6992974,3
63219,981.824,367.1035044,222.0402827,1.653319389,0.796344124,64634,283.712761,3
63231,934.028,355.6625584,227.2279162,1.56522387,0.76930122,63775,283.7396864,3
63320,965.707,378.9902211,215.1549137,1.76147602,0.823231573,64441,283.9393033,3
63391,989.467,376.5126196,215.158764,1.749929273,0.820635725,64276,284.0984477,3
63409,990.243,374.8087513,218.0335152,1.719041915,0.81338955,64645,284.13878,3
63441,964.004,364.0151102,224.0159248,1.624951933,0.78821277,64762,284.2104677,3
63449,967.614,363.3525269,223.9302989,1.622614397,0.787519787,64133,284.2283868,3
63450,996.603,374.6192675,217.0295963,1.726120648,0.815090407,64422,284.2306266,3
63464,954.362,359.2114569,226.2459368,1.587703461,0.776724467,64109,284.2619821,3
63529,967.428,368.4339133,221.9855911,1.659719946,0.798110362,65036,284.4075158,3
63592,966.595,361.9308349,226.0274461,1.601269408,0.781021185,64532,284.5485005,3
63640,977.03,380.1375465,214.574044,1.771591472,0.825457536,64680,284.6558705,3
63652,956.09,362.3406291,225.2317375,1.608745877,0.783333062,64607,284.6827067,3
63716,979.012,373.0874676,218.6783262,1.706101716,0.810215919,64479,284.8257903,3
63745,944.139,356.6672994,228.0424993,1.564038723,0.768898917,64278,284.8906014,3
63819,966.163,364.7912673,224.6349532,1.623929233,0.787910025,64489,285.0559147,3
63844,981.088,371.4302991,220.8342991,1.681941169,0.804057815,65054,285.1117421,3
63962,979.26,377.9745192,216.816579,1.743291592,0.819116286,64599,285.3751001,3
63969,969.999,360.8816397,228.9221591,1.576438214,0.773053043,65307,285.3907154,3
63975,985.876,378.4011461,217.376548,1.740763433,0.818532237,64993,285.4040993,3
63991,982.049,372.1201728,220.9892332,1.683883723,0.804564531,65219,285.4397865,3
63993,972.943,381.3852693,214.8941752,1.774758524,0.826145436,64754,285.4442471,3
64033,988.352,383.1935652,215.0761829,1.781664339,0.82763076,65273,285.5334442,3
64060,988.523,389.1215742,210.5194186,1.848388034,0.84101491,64799,285.5936365,3
64072,962.35,355.0873662,232.2669191,1.528790099,0.756397678,65356,285.6203846,3
64109,981.018,373.4990076,220.4077647,1.694581895,0.807318419,65040,285.7028421,3
64132,968.793,380.8541775,215.9688009,1.763468501,0.823673539,65166,285.7540874,3
64137,1007.701,393.1304149,213.5250628,1.841144125,0.839641806,66763,285.7652265,3
64149,943.894,351.2026644,233.2841519,1.505471596,0.747516105,64831,285.7919585,3
64222,958.611,365.0574836,224.9765328,1.622646945,0.787529461,64957,285.9545244,3
64252,966.933,378.9307449,217.7462558,1.740240004,0.818410945,65281,286.0213055,3
64252,951.839,357.2425199,230.739416,1.548250949,0.76343038,65192,286.0213055,3
64295,961.549,352.1611742,232.98368,1.51152722,0.749872361,64960,286.116998,3
64313,960.54,371.7750098,222.1086683,1.673842865,0.80192282,65036,286.1570458,3
64346,967.065,376.0208577,220.8809807,1.702368654,0.80928454,65560,286.2304522,3
64388,973.025,374.4032686,220.6201874,1.697049001,0.807944801,65308,286.3238513,3
64429,952.229,358.2573631,229.9439759,1.558020217,0.766838421,65054,286.4149972,3
64445,972.438,371.2981495,222.6643886,1.66752372,0.800231193,65116,286.4505585,3
64456,957.016,357.0359673,230.7953004,1.546981099,0.76298151,65050,286.4750043,3
64474,983.303,381.6531652,216.7944165,1.760438167,0.823000671,65241,286.5150021,3
64531,980.585,386.0373463,215.9650235,1.787499383,0.828870342,65443,286.6416248,3
64564,997.3,386.6439511,214.293814,1.804270239,0.832356442,65459,286.7149071,3
64571,973.638,367.600901,225.4166781,1.63076177,0.789919656,65393,286.7304495,3
64588,979.277,378.6367712,219.3767145,1.725966095,0.815053532,65794,286.7681916,3
64605,996.636,385.5914274,216.2022804,1.783475302,0.828016978,66097,286.8059288,3
64652,978.747,376.2127996,219.2937613,1.715565447,0.812545196,65266,286.9102352,3
64654,956.994,359.5664068,230.4623552,1.560195835,0.767586657,65352,286.9146729,3
64748,960.007,354.7152061,234.3659532,1.513509967,0.750636121,65496,287.1231688,3
64782,974.821,374.8584851,221.3174873,1.693758996,0.807108773,65489,287.1985449,3
64821,977.898,371.552348,227.956733,1.629924869,0.789675132,66064,287.2849814,3
64839,953.714,370.2297237,223.8928761,1.653602071,0.796422647,65397,287.3248664,3
64840,993.808,391.2499005,212.0103957,1.845427906,0.840456033,65580,287.3270821,3
64879,991.26,390.9495828,213.0718207,1.834825372,0.838428898,65615,287.4134799,3
64930,990.342,377.2082382,220.6748903,1.70933919,0.811017858,65973,287.5264225,3
64934,1005.197,393.1435875,211.6841501,1.857217875,0.842663986,66119,287.5352789,3
65019,985.505,384.2500817,217.5845569,1.765980487,0.824228275,66378,287.7234123,3
65049,964.019,371.5166427,224.0672843,1.658058399,0.797654197,65696,287.7897829,3
65144,974.566,368.2026409,226.9820111,1.622166616,0.787386627,66001,287.9998557,3
65144,978.923,371.2954818,224.2950351,1.655388768,0.796917841,65737,287.9998557,3
65181,977.089,368.0482822,226.7141993,1.62340199,0.787753679,65980,288.0816321,3
65198,991.49,391.1459696,212.8302058,1.837831092,0.839007636,65780,288.1191973,3
65271,976.35,363.5962751,231.9263575,1.567722957,0.770145872,66871,288.2804508,3
65272,960.989,373.0239357,223.751843,1.667132349,0.800125672,65819,288.2826591,3
65289,1017.247,395.7167381,211.9548364,1.866986122,0.844457464,66261,288.3201981,3
65293,973.285,359.7692789,233.3072839,1.542040492,0.76122198,66249,288.3290301,3
65348,973.672,365.7857288,230.1181707,1.589556043,0.777319138,66339,288.4504425,3
65349,990.508,373.6195476,226.6062153,1.648761253,0.795071318,66724,288.4526495,3
65383,955.639,354.5772588,235.0870694,1.508280569,0.748613534,65965,288.5276783,3
65458,1015.938,390.7011898,217.2378056,1.79849538,0.831168689,67706,288.6931141,3
65469,997.877,375.1600201,223.4789895,1.678726134,0.803214596,66351,288.71737,3
65488,984.521,384.4974309,218.9054779,1.75645413,0.822109888,66604,288.7592619,3
65506,997.059,376.4693714,222.6868828,1.690577221,0.806294768,66312,288.7989432,3
65525,993.29,391.4727093,215.3432963,1.817900608,0.835108619,66623,288.8408232,3
65612,1000.896,390.2698094,215.4482614,1.811431695,0.833811325,66471,289.032512,3
65615,972.507,362.6106163,231.9941862,1.563015963,0.768550831,66519,289.0391197,3
